transaction_id,sku,transaction_ts,revenue_eur,store_id,region,customer_id,customer_email
9fa53995-6cfb-4166-933c-f496170ad204,SKU-ADHESIVE-0018,2025-11-20 23:41:13,298.54,STORE_NORDIC_007,NORDIC,CUST-000666,cust.000666@example.com
fc336c27-456d-4bfb-96e5-2f35e507d5d1,SKU-LAUNDRY-0009,2025-10-29 21:16:42,20.61,STORE_BENELUX_004,BENELUX,CUST-000022,cust.000022@example.com
b0a00ea8-273e-4bdb-93cb-a4a921bf1233,SKU-LAUNDRY-0011,2025-12-21 13:33:53,69.84,STORE_DACH_001,DACH,CUST-000033,cust.000033@example.com
3d8aca03-5e73-4291-bb36-9c04ccf926a4,SKU-BEAUTY-0001,2025-12-14 16:12:57,162.46,STORE_IBERIA_004,IBERIA,CUST-000741,cust.000741@example.com
a4d7f675-ea19-402c-8723-311adbd47c11,SKU-ADHESIVE-0013,2026-01-27 04:15:33,58.34,STORE_IBERIA_007,IBERIA,CUST-000100,cust.000100@example.com
b9f6da3a-03fe-49f0-b96c-4a63a060e068,SKU-LAUNDRY-0012,2025-12-04 16:38:28,19.59,STORE_DACH_002,DACH,CUST-000746,cust.000746@example.com
106fd53a-d74d-4bc1-97fd-5a66aae75b30,SKU-HAIR-0010,2026-01-22 12:54:20,135.41,STORE_BENELUX_009,BENELUX,CUST-000433,cust.000433@example.com
aa671527-5581-4cee-bab8-3396e6f3a3e8,SKU-HOMECARE-0017,2026-04-11 06:58:31,16.6,STORE_EE_002,EE,CUST-000554,cust.000554@example.com
06818a99-1496-4bd5-aa09-0f68ffbc6c1e,SKU-HAIR-0008,2025-11-29 11:01:52,122.81,STORE_BENELUX_003,BENELUX,CUST-000493,cust.000493@example.com
00c660bd-b9d2-4efd-a22d-3dfe8b4bd642,SKU-LAUNDRY-0017,2026-01-18 15:07:27,295.6,STORE_IBERIA_001,IBERIA,CUST-000272,cust.000272@example.com
5ec089ab-9985-4deb-ac6d-4d8fba324b90,SKU-HOMECARE-0015,2026-02-10 18:34:46,47.71,STORE_EE_008,EE,CUST-000304,cust.000304@example.com
a31c836b-daeb-4375-8823-13c51b99dce6,SKU-BEAUTY-0008,2025-11-28 01:27:22,18.56,STORE_DACH_006,DACH,CUST-000599,cust.000599@example.com
53ff0b50-b8ff-4c82-be9c-aee0c8229754,SKU-LAUNDRY-0011,2026-01-14 21:29:49,25.41,STORE_DACH_009,DACH,CUST-000191,cust.000191@example.com
e1281620-c05e-4110-a5b0-abc1ae166690,SKU-HOMECARE-0005,2026-02-18 19:52:36,74.99,STORE_DACH_010,DACH,CUST-000609,cust.000609@example.com
2e402f8f-77cb-4cfa-bcdd-8e128885480c,SKU-LAUNDRY-0011,2025-12-19 01:37:12,95.93,STORE_EE_009,EE,CUST-000268,cust.000268@example.com
cc3ae673-ff71-4a59-a7c9-b2084100ff74,SKU-HAIR-0010,2025-10-30 07:10:47,201.99,STORE_IBERIA_003,IBERIA,CUST-000308,cust.000308@example.com
e0a3d72a-deb5-4269-8ebc-ce8e7c97c801,SKU-LAUNDRY-0014,2025-11-23 05:03:32,299.53,STORE_IBERIA_010,IBERIA,CUST-000103,cust.000103@example.com
9ff71b7c-9c54-4a11-9572-703b78077c23,SKU-BEAUTY-0010,2026-03-14 02:30:01,263.95,STORE_NORDIC_002,NORDIC,CUST-000379,cust.000379@example.com
54d21228-40af-4371-8204-dd77a63bb438,SKU-BEAUTY-0011,2025-12-25 14:58:21,295.17,STORE_NORDIC_010,NORDIC,CUST-000670,cust.000670@example.com
790f2174-9fc1-4f53-90d0-e4db96d0ac34,SKU-LAUNDRY-0017,2026-02-22 22:28:40,80.44,STORE_DACH_003,DACH,CUST-000110,cust.000110@example.com
425854c2-edfe-4258-bbec-3e988c6b3cc7,SKU-LAUNDRY-0013,2026-04-22 06:56:25,62.27,STORE_BENELUX_006,BENELUX,CUST-000650,cust.000650@example.com
0f0a01ff-0235-4b28-82f7-4e918e977cd4,SKU-HAIR-0017,2026-03-01 04:55:48,190.83,STORE_DACH_002,DACH,CUST-000284,cust.000284@example.com
61386d4e-ad3c-40fe-887a-4ec3ee8ef08c,SKU-HAIR-0015,2025-11-12 02:25:42,222.75,STORE_NORDIC_003,NORDIC,CUST-000565,cust.000565@example.com
de7cb6d7-d84e-4d67-b8ba-77b54b6d78d4,SKU-HAIR-0017,2025-11-05 14:42:11,12.25,STORE_BENELUX_009,BENELUX,CUST-000379,cust.000379@example.com
4e16af10-a577-476e-8c53-9f6280dce057,SKU-LAUNDRY-0012,2026-03-06 23:54:05,269.84,STORE_NORDIC_006,NORDIC,CUST-000041,cust.000041@example.com
4eedcf25-4873-4032-94eb-523a997cade5,SKU-LAUNDRY-0011,2026-04-14 09:07:16,234.36,STORE_DACH_006,DACH,CUST-000417,cust.000417@example.com
9fdaefbd-adf8-4f16-ad7c-a76c20cc339c,SKU-ADHESIVE-0013,2026-04-02 06:27:12,264.59,STORE_BENELUX_003,BENELUX,CUST-000026,cust.000026@example.com
0ad7834a-86cd-4c83-9ae9-23f3fc40dc66,SKU-BEAUTY-0001,2025-12-10 16:22:58,49.02,STORE_BENELUX_005,BENELUX,CUST-000719,cust.000719@example.com
ec94903a-77b1-494b-912c-c576e1fcb369,SKU-ADHESIVE-0012,2025-12-31 05:34:41,105.87,STORE_BENELUX_008,BENELUX,CUST-000234,cust.000234@example.com
ef426888-6254-4df9-84a3-ab1fc9376d95,SKU-HOMECARE-0007,2026-04-10 07:30:45,290.11,STORE_NORDIC_002,NORDIC,CUST-000286,cust.000286@example.com
7713600e-ff40-4cc7-b471-cd56b0a42b3b,SKU-BEAUTY-0015,2025-12-19 00:55:46,281.85,STORE_EE_006,EE,CUST-000119,cust.000119@example.com
7d50b250-d0fb-48c0-b256-bea156f0db0f,SKU-BEAUTY-0018,2026-02-04 19:10:15,179.57,STORE_DACH_002,DACH,CUST-000354,cust.000354@example.com
ba2ba4a8-0028-4fc5-8b36-e3040b8f7618,SKU-HAIR-0001,2026-02-06 10:46:15,269.99,STORE_DACH_007,DACH,CUST-000195,cust.000195@example.com
f677a15c-0970-462d-8ffd-219ef718ae00,SKU-BEAUTY-0020,2025-12-28 10:43:10,110.22,STORE_EE_004,EE,CUST-000072,cust.000072@example.com
456d9b9f-1c4e-4d2a-80c6-86818888b48c,SKU-LAUNDRY-0018,2026-02-13 03:30:57,152.87,STORE_DACH_005,DACH,CUST-000683,cust.000683@example.com
ed9bba76-c987-42cd-b807-512ed47b322d,SKU-BEAUTY-0019,2026-02-15 23:59:21,127.0,STORE_BENELUX_004,BENELUX,CUST-000389,cust.000389@example.com
69041964-fc43-48ed-83dc-c7c426a8e3bc,SKU-BEAUTY-0015,2026-02-23 07:00:52,165.05,STORE_NORDIC_007,NORDIC,CUST-000001,cust.000001@example.com
f3419f6e-ab2a-4f6c-be92-9b6be4fa7148,SKU-HOMECARE-0015,2025-11-30 10:35:09,133.37,STORE_NORDIC_008,NORDIC,CUST-000692,cust.000692@example.com
415fe2dc-2087-40c1-8c49-5e2d7e40e799,SKU-HOMECARE-0017,2025-12-13 02:20:01,155.36,STORE_DACH_005,DACH,CUST-000649,cust.000649@example.com
ad653be4-86b8-43e7-afc7-ccafbbb491b3,SKU-BEAUTY-0001,2026-02-24 04:30:35,242.25,STORE_NORDIC_004,NORDIC,CUST-000151,cust.000151@example.com
2d6a7c62-739a-4800-92aa-d3c74fc51592,SKU-ADHESIVE-0010,2026-02-01 11:43:52,125.21,STORE_DACH_008,DACH,CUST-000645,cust.000645@example.com
30778fc9-f2ca-4fa3-9e8a-98c54bea91df,SKU-HOMECARE-0017,2026-04-13 13:42:37,,STORE_IBERIA_004,IBERIA,CUST-000705,cust.000705@example.com
ad08b8f7-9195-4d8a-b8d5-905e67501ecd,SKU-LAUNDRY-0012,2026-04-24 15:29:12,66.82,STORE_DACH_007,DACH,CUST-000713,cust.000713@example.com
7426ba2b-2f60-4f2f-a899-92eaa8db503f,SKU-BEAUTY-0017,2025-12-29 02:28:56,41.3,STORE_DACH_008,DACH,CUST-000476,cust.000476@example.com
f3c88962-35b0-4b56-8a4a-2ae3d7b04159,SKU-ADHESIVE-0018,2026-04-20 17:03:34,244.77,STORE_IBERIA_010,IBERIA,CUST-000517,cust.000517@example.com
2ad5056e-787e-4c47-a508-1aaf80618487,SKU-HOMECARE-0019,2026-03-28 11:59:38,135.84,STORE_BENELUX_008,BENELUX,CUST-000770,cust.000770@example.com
c481f020-c7c4-485b-a982-cbf67494b184,SKU-LAUNDRY-0011,2025-12-20 06:03:03,188.58,STORE_EE_008,EE,CUST-000282,cust.000282@example.com
3ad67bca-fdf1-4250-ac6f-ff9d4dbdb868,SKU-HOMECARE-0009,2025-11-27 03:53:26,268.06,STORE_NORDIC_006,NORDIC,CUST-000083,cust.000083@example.com
cd5b367e-dfc8-4eb1-8eae-401f9cb427de,SKU-LAUNDRY-0007,2026-04-08 05:19:15,125.33,STORE_BENELUX_002,BENELUX,CUST-000339,cust.000339@example.com
bd8056a1-50f8-45c9-b433-39c9a513d09a,SKU-HOMECARE-0018,2026-02-17 06:40:41,271.59,STORE_IBERIA_007,IBERIA,CUST-000599,cust.000599@example.com
35c93685-1f9c-4d2e-85b0-0a171da4f4af,SKU-ADHESIVE-0014,2026-02-10 00:03:22,3.26,STORE_IBERIA_008,IBERIA,CUST-000361,cust.000361@example.com
82e1289b-8714-42ed-9ad0-210c37206716,SKU-HAIR-0004,2026-01-11 23:58:21,269.49,STORE_EE_010,EE,CUST-000500,cust.000500@example.com
64fa7cf8-0f33-4e37-b6e2-7163266c381f,SKU-BEAUTY-0009,2025-11-02 17:26:21,217.66,STORE_NORDIC_007,NORDIC,CUST-000479,cust.000479@example.com
af0a2591-ed65-4c31-9333-36825e22d814,SKU-ADHESIVE-0020,2025-12-02 18:41:07,169.97,STORE_IBERIA_010,IBERIA,CUST-000028,cust.000028@example.com
01bbf83e-2f4f-4d31-bc40-40af349220c4,SKU-ADHESIVE-0009,2025-12-21 12:32:11,114.66,STORE_DACH_005,DACH,CUST-000217,cust.000217@example.com
b610cb8f-51e6-4aaa-b8b0-77b885925edf,SKU-BEAUTY-0010,2025-11-07 14:30:11,,STORE_IBERIA_005,IBERIA,CUST-000482,cust.000482@example.com
18263622-51b6-4262-82b9-6ffcf4270549,SKU-HAIR-0004,2025-12-15 12:11:25,195.56,STORE_NORDIC_004,NORDIC,CUST-000800,cust.000800@example.com
b4cfda56-3a73-4193-8ad1-2246e0d256ba,SKU-BEAUTY-0013,2025-12-09 19:33:18,186.96,STORE_BENELUX_001,BENELUX,CUST-000245,cust.000245@example.com
13f2625c-c8ef-43ba-8f23-119f90c78ff0,SKU-HOMECARE-0012,2025-11-19 17:31:42,230.41,STORE_IBERIA_005,IBERIA,CUST-000172,cust.000172@example.com
c3f49090-bee7-4e6f-9d9b-f9b8f764b109,SKU-ADHESIVE-0009,2026-01-13 12:18:37,33.77,STORE_BENELUX_005,BENELUX,CUST-000027,cust.000027@example.com
373ea4a0-313c-4c4c-a440-a4e57795ef02,SKU-LAUNDRY-0019,2026-04-11 14:25:13,178.24,STORE_BENELUX_002,BENELUX,CUST-000643,cust.000643@example.com
d65dc4f6-adaa-4999-933a-d49072dc33bd,SKU-ADHESIVE-0015,2026-03-05 22:40:46,239.17,STORE_EE_002,EE,CUST-000580,cust.000580@example.com
42dba061-b02c-4534-a5be-31caf58a9ac9,SKU-ADHESIVE-0014,2026-04-06 04:06:23,,STORE_NORDIC_002,NORDIC,CUST-000350,cust.000350@example.com
b362eef3-03c9-4ab1-9282-f2de932b30c1,SKU-HOMECARE-0011,2025-11-27 04:45:25,130.9,STORE_IBERIA_002,IBERIA,CUST-000371,cust.000371@example.com
eec9092c-3c89-48d5-a2c1-a99d71b1ae54,SKU-BEAUTY-0009,2026-03-27 21:51:26,220.53,STORE_IBERIA_003,IBERIA,CUST-000667,cust.000667@example.com
dc8a0611-d7ac-41e3-8239-45a1f0178bf7,SKU-LAUNDRY-0012,2026-04-07 19:15:13,131.51,STORE_IBERIA_008,IBERIA,CUST-000749,cust.000749@example.com
0b75876c-b1a8-4efb-b03a-33c69ac5ac08,SKU-HOMECARE-0006,2026-01-10 01:59:05,264.66,STORE_DACH_005,DACH,CUST-000250,cust.000250@example.com
f69af4d8-4495-421c-a53c-dce4a3a53ed5,SKU-LAUNDRY-0014,2026-01-02 13:51:38,149.05,STORE_NORDIC_001,NORDIC,CUST-000333,cust.000333@example.com
605f2b87-9b71-4de2-9498-9de1555811e5,SKU-LAUNDRY-0005,2025-11-14 02:45:07,210.8,STORE_NORDIC_010,NORDIC,CUST-000283,cust.000283@example.com
fb730388-c0cd-4e6b-94df-e3cf47010a97,SKU-HOMECARE-0012,2026-01-31 19:09:35,147.34,STORE_BENELUX_007,BENELUX,CUST-000777,cust.000777@example.com
b83f3b2d-0be1-429f-a4b8-1cd921bd5126,SKU-HOMECARE-0005,2026-02-18 10:00:43,29.28,STORE_IBERIA_001,IBERIA,CUST-000227,cust.000227@example.com
bd7b5117-72ce-4b4e-a8ca-19451057a7fa,SKU-ADHESIVE-0003,2026-01-04 19:19:21,166.71,STORE_NORDIC_008,NORDIC,CUST-000353,cust.000353@example.com
29e3737f-55d5-435f-90e8-8105669a6d59,SKU-HAIR-0016,2026-03-21 17:50:36,93.02,STORE_IBERIA_005,IBERIA,CUST-000237,cust.000237@example.com
e9aec723-d03f-4ac2-9b7c-ee92931a1689,SKU-HOMECARE-0018,2026-02-07 08:45:06,58.67,STORE_EE_003,EE,CUST-000757,cust.000757@example.com
78fec781-a238-4a0d-845e-430d12db211d,SKU-LAUNDRY-0019,2025-10-31 05:42:10,294.17,STORE_EE_005,EE,CUST-000199,cust.000199@example.com
5d39ab4a-34a7-4911-95c8-46fb94eff734,SKU-HAIR-0017,2026-03-01 08:27:16,83.38,STORE_EE_003,EE,CUST-000056,cust.000056@example.com
cbaa55cd-cc79-4a80-9646-eb46a828b7b8,SKU-ADHESIVE-0004,2025-12-03 06:57:49,262.0,STORE_IBERIA_002,IBERIA,CUST-000588,cust.000588@example.com
d7f367b3-acaf-44d4-ad44-57d22ca25b1a,SKU-BEAUTY-0003,2025-11-11 21:00:52,282.4,STORE_DACH_005,DACH,CUST-000490,cust.000490@example.com
fe56f3cd-21a3-4bd8-8775-05d37ca4fa91,SKU-LAUNDRY-0012,2025-11-20 11:47:27,46.79,STORE_EE_001,EE,CUST-000577,cust.000577@example.com
02f20571-d8ac-44b7-9407-5a14e60449b1,SKU-ADHESIVE-0018,2026-04-22 21:42:14,182.48,STORE_EE_007,EE,CUST-000634,cust.000634@example.com
95148edc-910d-49c0-bdf9-e5b16d75b392,SKU-BEAUTY-0019,2026-03-21 04:49:58,258.25,STORE_IBERIA_005,IBERIA,CUST-000440,cust.000440@example.com
07a07573-3bd8-4a9a-90df-178568bee1b0,SKU-LAUNDRY-0003,2026-02-12 16:14:13,188.21,STORE_DACH_004,DACH,CUST-000271,cust.000271@example.com
e40ddf48-34e0-49ac-b8e9-a30af013ade6,SKU-HAIR-0005,2025-12-12 10:31:26,2.3,STORE_DACH_003,DACH,CUST-000462,cust.000462@example.com
7daece54-462c-459a-b42d-6b2b074a013e,SKU-LAUNDRY-0014,2026-03-30 11:18:40,211.33,STORE_NORDIC_005,NORDIC,CUST-000465,cust.000465@example.com
3d32f433-a5ab-4a42-8975-515968d5dc92,SKU-LAUNDRY-0015,2026-04-07 00:08:49,128.4,STORE_EE_004,EE,CUST-000558,cust.000558@example.com
db08e262-2f7e-4da4-8cc7-9dab3e28f8cc,SKU-LAUNDRY-0017,2026-01-21 18:22:12,19.3,STORE_BENELUX_002,BENELUX,CUST-000315,cust.000315@example.com
c9d709d6-be93-41b4-b2cd-c6615682a8e8,SKU-BEAUTY-0010,2026-02-01 09:01:09,207.06,STORE_DACH_008,DACH,CUST-000717,cust.000717@example.com
fa5567d0-154d-4bef-ae44-b873ffa51fff,SKU-HAIR-0004,2025-11-15 05:22:50,180.01,STORE_IBERIA_002,IBERIA,CUST-000443,cust.000443@example.com
08ce4a6e-92ad-485a-bfd7-a82b9dff4e1b,SKU-LAUNDRY-0015,2026-02-17 09:16:20,176.75,STORE_BENELUX_010,BENELUX,CUST-000022,cust.000022@example.com
e861ed9e-8092-4e70-bd6b-3c34f74ddbd0,SKU-BEAUTY-0015,2026-01-21 03:08:16,141.94,STORE_DACH_003,DACH,CUST-000668,cust.000668@example.com
64b7e3fd-52c9-4b03-8b24-4d5c26d205c7,SKU-LAUNDRY-0001,2025-12-31 12:45:47,141.79,STORE_IBERIA_002,IBERIA,CUST-000419,cust.000419@example.com
f19cce9b-beb7-44d8-bd7d-175d054eefa5,SKU-ADHESIVE-0019,2025-11-14 14:09:18,87.53,STORE_IBERIA_008,IBERIA,CUST-000411,cust.000411@example.com
70926f25-0a7e-4f15-b18a-6cd528df88b2,SKU-HAIR-0001,2026-03-05 04:41:10,97.99,STORE_NORDIC_005,NORDIC,CUST-000792,cust.000792@example.com
6a22ea29-fa1d-417e-ba0b-808abdd601b8,SKU-BEAUTY-0004,2026-02-26 22:22:57,124.85,STORE_EE_008,EE,CUST-000193,cust.000193@example.com
d20c1d9a-e052-4231-bbbc-f7ae692ca5e3,SKU-HOMECARE-0010,2026-01-30 14:41:14,62.26,STORE_IBERIA_001,IBERIA,CUST-000563,cust.000563@example.com
2dbea3b0-808b-4149-ad5c-f91f45c9b88c,SKU-LAUNDRY-0020,2026-02-12 10:51:45,291.97,STORE_DACH_001,DACH,CUST-000624,cust.000624@example.com
b51d4bdc-d7de-4689-8a13-941ba528872f,SKU-ADHESIVE-0020,2025-11-20 07:11:54,123.28,STORE_DACH_009,DACH,CUST-000231,cust.000231@example.com
50951cc0-776e-41a1-9396-6cf0f30c270f,SKU-BEAUTY-0002,2026-01-28 04:28:13,279.89,STORE_BENELUX_008,BENELUX,CUST-000299,cust.000299@example.com
54a55b9a-03f6-4677-af34-6e97c76db0c1,SKU-HOMECARE-0016,2026-04-17 05:43:26,166.05,STORE_BENELUX_008,BENELUX,CUST-000393,cust.000393@example.com
0e38a66d-5c78-4599-9bf2-afb5d950fdd5,SKU-LAUNDRY-0015,2026-04-05 19:48:15,83.96,STORE_BENELUX_002,BENELUX,CUST-000425,cust.000425@example.com
321d6dc9-847a-4436-9068-6a773e8dfe03,SKU-HAIR-0020,2026-01-23 04:49:42,218.22,STORE_DACH_005,DACH,CUST-000602,cust.000602@example.com
f3bbe899-ce97-4b26-bd84-6ee90d484e11,SKU-ADHESIVE-0002,2026-04-15 08:24:15,104.52,STORE_EE_008,EE,CUST-000566,cust.000566@example.com
5c4292bb-3acf-4663-b71f-3d237d23c278,SKU-ADHESIVE-0001,2026-03-22 02:20:39,172.18,STORE_BENELUX_004,BENELUX,CUST-000240,cust.000240@example.com
eacbeae1-3ffe-451a-851d-fb6acb2a6c87,SKU-HAIR-0020,2026-02-01 16:09:55,116.74,STORE_IBERIA_007,IBERIA,CUST-000680,cust.000680@example.com
5eff0372-a8ca-42b9-907b-6195f2fa2fdb,SKU-ADHESIVE-0017,2025-11-16 20:27:24,151.43,STORE_DACH_003,DACH,CUST-000605,cust.000605@example.com
042ab463-d326-4a94-9071-9f4ad3089fc4,SKU-HAIR-0020,2025-11-12 00:29:29,6.08,STORE_EE_008,EE,CUST-000148,cust.000148@example.com
9574955e-5aa4-44a1-9a8f-d6d5a2b1d644,SKU-ADHESIVE-0003,2026-04-11 23:57:54,102.56,STORE_IBERIA_005,IBERIA,CUST-000710,cust.000710@example.com
b038f03a-3537-4291-8ea6-5c0e4c4365e6,SKU-BEAUTY-0010,2025-11-04 11:04:06,286.3,STORE_EE_007,EE,CUST-000642,cust.000642@example.com
2aee38de-d8c7-4ff7-84db-fb83902bb688,SKU-HOMECARE-0016,2025-11-15 00:57:53,71.58,STORE_EE_002,EE,CUST-000701,cust.000701@example.com
e3ec42b3-133e-4763-ab5e-a2980a075e11,SKU-HOMECARE-0009,2025-12-25 15:22:47,228.46,STORE_IBERIA_002,IBERIA,CUST-000721,cust.000721@example.com
6a116f48-d7df-4fb1-af3c-87b0b75348a6,SKU-HAIR-0019,2025-12-14 21:48:33,98.32,STORE_DACH_001,DACH,CUST-000058,cust.000058@example.com
234075ec-14c4-4100-8d49-a86001e75f36,SKU-ADHESIVE-0009,2026-02-25 19:49:34,170.42,STORE_EE_007,EE,CUST-000185,cust.000185@example.com
2e1af0bb-c1f3-47cd-9682-7ecb2e917c50,SKU-ADHESIVE-0019,2025-12-17 01:40:31,273.97,STORE_BENELUX_008,BENELUX,CUST-000147,cust.000147@example.com
c40f6fb0-a533-46ab-ab1c-ec73332a1669,SKU-ADHESIVE-0005,2026-02-19 14:02:57,270.5,STORE_DACH_008,DACH,CUST-000694,cust.000694@example.com
5d5b5245-4574-41d6-80ee-a7a02741cd1a,SKU-ADHESIVE-0010,2026-04-12 04:35:53,207.55,STORE_NORDIC_007,NORDIC,CUST-000468,cust.000468@example.com
12aae144-9043-43d6-80e6-fa60dfcfb475,SKU-HOMECARE-0010,2025-12-24 19:38:30,72.3,STORE_IBERIA_002,IBERIA,CUST-000586,cust.000586@example.com
f40b3ee9-4b71-4b7d-a7f3-f419a77fd411,SKU-HAIR-0007,2026-04-23 07:32:57,83.43,STORE_DACH_007,DACH,CUST-000580,cust.000580@example.com
b25b9c04-5302-45f6-be54-19b1c55cf9e7,SKU-ADHESIVE-0006,2025-12-10 00:24:06,250.09,STORE_EE_008,EE,CUST-000294,cust.000294@example.com
34522bce-1e17-4100-bf14-e757dad7792d,SKU-HAIR-0018,2026-02-27 11:36:54,76.31,STORE_BENELUX_010,BENELUX,CUST-000774,cust.000774@example.com
4bd87087-9810-42d5-8d70-72ac7fa060f2,SKU-HAIR-0017,2025-11-14 23:49:07,93.71,STORE_DACH_001,DACH,CUST-000452,cust.000452@example.com
4cca69fd-d364-4035-ad63-12974f1d6769,SKU-ADHESIVE-0007,2026-02-08 13:43:04,224.62,STORE_NORDIC_006,NORDIC,CUST-000180,cust.000180@example.com
fa7da835-20c7-4b3c-af84-9eb900821bee,SKU-LAUNDRY-0018,2026-03-22 10:59:07,249.39,STORE_EE_005,EE,CUST-000264,cust.000264@example.com
22566af5-ba08-45e1-a89d-b1d5c0d86c85,SKU-HOMECARE-0007,2026-03-18 02:51:40,141.29,STORE_NORDIC_002,NORDIC,CUST-000078,cust.000078@example.com
cf2dd7eb-48d7-4e0a-8fcc-688235f9cee7,SKU-BEAUTY-0009,2025-11-21 11:43:54,,STORE_IBERIA_009,IBERIA,CUST-000405,cust.000405@example.com
4a22050d-b2eb-476d-97b1-67bdefbb9431,SKU-HOMECARE-0002,2026-01-08 14:57:33,202.33,STORE_IBERIA_006,IBERIA,CUST-000689,cust.000689@example.com
e48c7329-7250-497e-a7bd-6c251895b71a,SKU-BEAUTY-0019,2025-12-10 11:24:45,142.23,STORE_DACH_004,DACH,CUST-000635,cust.000635@example.com
9182ebec-2913-43a7-a4e1-e473bb63ef20,SKU-HAIR-0006,2025-11-04 17:11:15,272.94,STORE_DACH_008,DACH,CUST-000310,cust.000310@example.com
5d80c6c3-a3bf-4e06-8b9c-03c4a6958579,SKU-ADHESIVE-0019,2026-01-08 12:48:20,36.16,STORE_NORDIC_008,NORDIC,CUST-000241,cust.000241@example.com
59fcafae-9cb1-48f0-882c-cf070b8815d7,SKU-HAIR-0013,2026-04-08 09:03:28,176.82,STORE_EE_007,EE,CUST-000745,cust.000745@example.com
